Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj1_Feat11,Obj1_Feat12,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Obj2_Feat11,Obj2_Feat12,Collision,pred
0,0,3,1,3,3,A,1.857724993041565,67.19909686898954,D,1,B,0,1,2,0,4,2,A,36.901426521410045,96.77133821661828,A,0,D,Нет,0
0,1,2,0,1,1,C,29.51987724138868,70.96286714844933,A,1,B,1,0,2,1,3,5,C,24.52292779004379,35.47503924885908,C,0,C,Нет,0
1,0,1,0,2,2,D,28.624505281872747,61.66810861086184,C,0,A,0,1,3,0,1,5,D,1.4209721806183515,13.247309242438066,C,1,C,Нет,0
1,1,1,1,1,2,D,65.69842932974012,29.744334497528502,B,1,C,0,1,1,0,1,1,D,45.00358446903453,39.912583430646094,B,0,B,Нет,0
0,0,4,1,3,5,A,63.33344533243469,97.74176552282404,B,1,B,0,0,4,0,2,5,D,93.8301238005373,9.053277977010143,B,1,B,Да,0
0,1,2,0,2,1,A,7.984426346336204,23.70565275372478,C,1,B,1,1,3,0,2,1,D,9.20574898948824,12.31210802421775,D,0,B,Нет,0
1,0,3,0,2,3,B,48.20139320999557,67.78867925807278,C,0,A,0,0,4,1,1,2,A,51.98986373982345,43.19419483636807,B,0,C,Нет,0
0,1,5,1,1,1,A,46.10193488976139,65.07844176108493,D,1,B,0,1,3,1,1,2,D,5.086816062761857,75.46263305822791,C,0,A,Нет,0
1,1,3,0,3,2,D,83.8774747554602,93.07664749832476,C,0,A,1,0,2,1,4,4,A,49.95936495317126,10.344982397073975,D,1,A,Нет,0
0,1,5,1,5,1,C,11.017246983616836,48.70511177216558,D,1,C,0,1,5,0,5,2,D,83.12840827694866,37.73257876231951,C,0,C,Нет,0
0,1,2,1,2,5,D,94.98971220173888,19.67737380641118,B,1,A,1,1,4,0,3,2,D,23.293787412578524,94.53462072262514,A,0,B,Нет,0
0,0,4,0,2,1,A,83.79436425984034,67.39340156790801,A,0,B,0,1,5,1,2,3,D,9.84150668534488,18.777945078866843,A,1,C,Нет,0
0,1,1,0,3,1,B,22.76189037493636,26.247965137466768,A,1,A,0,0,3,0,1,1,D,86.51966171787997,20.78605475085318,B,1,C,Нет,0
1,1,1,1,1,5,A,26.57165743509204,61.72563211504477,D,0,C,1,1,5,1,4,4,C,78.24173822654565,11.650235057406356,D,0,D,Нет,0
1,0,5,0,4,3,C,66.72852643807457,43.1525887001734,B,1,B,0,0,2,1,1,4,A,17.20722644659919,8.844754335278326,C,0,D,Нет,0
0,1,5,0,1,1,D,81.05949475560253,40.08961607026453,D,0,C,1,1,2,1,4,5,D,25.280005712015356,96.87144874675838,C,0,B,Нет,0
0,0,4,0,4,3,A,73.42681564589763,56.0328665725707,C,0,A,0,1,1,0,3,1,B,28.43753686983977,60.68507069371167,C,1,B,Нет,0
0,0,2,0,5,1,A,66.28728847317456,70.05833948311354,B,0,D,0,0,1,0,3,5,B,55.53035672657391,23.106808213554643,B,1,D,Нет,0
1,0,5,0,1,1,B,50.35786163098275,88.96799421618874,C,1,D,1,1,3,0,2,1,A,66.89600871278364,6.378767152618869,C,0,D,Нет,0
0,0,1,1,2,3,D,66.0415357136269,43.61367280874844,B,1,A,1,0,2,0,2,4,B,47.84463087264776,73.77620407812464,D,1,C,Нет,0
1,0,4,0,1,1,D,6.736280467590127,67.84434476800595,A,1,B,1,0,5,1,4,2,D,89.47207047058737,53.42561379349714,C,0,B,Нет,0
0,1,3,1,5,2,A,95.41424133689992,52.74710817711081,C,0,C,1,1,5,1,5,3,C,38.14488654948782,15.907475269981076,C,1,C,Нет,0
0,0,3,1,2,1,C,74.7289769457493,15.013399690280538,B,0,A,1,0,2,0,5,3,A,51.22277085631859,86.53139248178847,D,1,B,Нет,0
1,1,4,1,4,2,A,22.84438991993163,27.058822864693788,A,0,A,1,0,3,0,2,5,B,68.24246857686288,26.223111449043778,A,0,A,Нет,0
1,0,3,1,4,2,B,31.26984259332183,84.35298309471096,A,1,A,0,1,5,0,3,1,D,66.02673122845114,96.24520880218628,C,1,D,Нет,0
0,1,5,1,5,5,D,22.691062480313416,1.6157239345274244,A,0,B,1,1,1,0,4,5,B,92.10986123358184,85.36782097946353,B,1,B,Нет,0
1,0,2,0,2,1,B,88.66096575819165,35.87265876165807,D,0,B,1,0,3,0,4,2,B,4.685555929280127,22.990469145957483,B,1,A,Нет,0
1,0,5,0,2,4,B,39.32176539358439,50.50984952426237,D,0,C,0,1,3,1,2,2,C,28.46430040989343,6.4065083702378285,B,1,B,Нет,0
1,1,3,1,5,5,C,14.770348555649292,74.96426856300694,A,1,A,0,1,1,0,1,5,A,99.31003448587606,75.96971626710575,C,0,D,Нет,0
0,1,1,0,2,3,D,95.78859100333808,86.2690336012958,A,1,B,1,1,1,0,4,1,D,58.87133528035016,33.03363838927702,A,1,C,Да,0
0,0,5,1,1,3,A,45.16140462528234,60.819227907324745,C,1,D,1,1,5,1,2,4,D,47.75353720596419,34.18002513458971,D,1,D,Нет,0
0,0,4,0,3,3,C,44.67516134819118,22.92724304633428,D,1,A,1,1,2,0,3,3,D,48.84416014017601,66.57848524864572,A,1,A,Нет,0
1,0,3,1,5,3,B,12.848246676464136,70.56252094632698,B,1,C,1,1,5,1,3,2,B,73.69018740612799,72.42013066120734,C,0,D,Нет,0
1,0,5,1,2,5,A,69.98676940007003,36.36430916593733,A,0,A,0,1,5,0,2,2,A,1.2652711563747032,51.929865322133175,D,1,D,Нет,0
1,1,4,1,2,2,B,33.786494745235885,75.46768052915318,D,0,C,1,0,2,0,3,1,D,18.29592957702808,63.91578704418728,A,1,C,Нет,0
0,0,5,0,1,1,A,19.09594793642852,25.324968933270643,A,1,B,1,0,1,1,5,5,A,14.541408406209031,21.981366433168283,B,0,A,Нет,0
1,1,5,0,5,5,B,60.31786512928194,18.76409200443251,B,1,B,1,0,3,1,4,2,C,49.02433453113002,27.229503381615537,A,1,C,Нет,0
0,1,4,1,1,4,C,40.3621427359537,20.17587867600817,C,1,B,1,0,1,1,2,3,B,54.064020937307234,27.88201586870853,C,1,B,Нет,0
1,1,4,1,1,3,B,53.11816939066514,78.61484866171034,B,1,D,1,0,1,1,5,4,B,14.262766454324227,86.95268014924596,B,1,B,Нет,0
1,0,1,0,5,2,C,60.73865652191795,30.420969782614925,C,1,B,0,1,2,0,2,2,A,19.84541318306462,37.81548492253466,D,0,D,Нет,0
0,0,5,1,1,1,C,18.08885615756545,62.83108230522237,A,1,A,0,0,1,0,4,1,A,59.906220022884845,22.97643707909297,D,0,C,Нет,0
1,0,2,1,5,1,B,83.56453823808052,43.37925192650574,A,1,D,0,1,4,1,4,1,D,79.66035483074789,51.367519353087,B,1,D,Нет,0
1,1,4,0,2,2,B,7.78079738501174,84.84242966422734,D,1,B,1,0,3,0,5,2,A,55.30439216806087,83.82375258557823,C,0,D,Нет,0
0,1,3,0,1,5,D,54.7441887778871,86.62981474340835,B,1,A,0,0,4,0,3,5,A,15.937168779295074,0.2376589386937633,B,1,D,Нет,0
1,0,5,0,3,4,D,20.36291139280444,38.01780860359032,B,0,D,1,1,3,1,4,5,C,76.46403803853092,55.30693875695725,B,1,C,Нет,0
1,1,3,1,4,4,A,72.94190094979224,2.041053291269279,A,1,D,0,0,4,0,3,1,A,41.466251363007785,64.53999864329997,D,0,C,Нет,0
0,1,3,0,1,5,B,79.11213754856425,77.07386200190848,C,0,D,0,1,5,1,3,2,C,32.04050519053319,40.49455670157182,B,0,C,Нет,0
0,1,1,1,3,4,D,17.009039463377317,42.831386604328,B,1,B,0,1,5,1,2,5,D,66.38939396005075,96.96619724882282,C,0,D,Нет,0
1,0,2,1,1,5,D,47.59331530069183,23.190486233332564,B,1,A,0,0,5,1,3,4,D,16.63557424563097,45.46348888061761,D,0,B,Нет,0
1,1,5,0,1,2,C,69.36817770834772,54.83282595616023,B,0,A,1,0,5,1,4,4,A,21.249885838785897,9.34104458143502,A,1,C,Нет,0
1,1,3,1,1,4,C,11.89665775714337,89.43362252215435,D,0,B,1,0,4,0,4,5,D,22.51000185559544,65.44392065639155,D,1,C,Нет,0
0,0,1,0,4,3,C,36.89228664689851,13.307486410674985,D,1,B,1,1,3,0,2,5,A,24.274762416352434,18.017336906311808,C,0,C,Нет,0
1,1,1,0,4,1,C,13.489212595215715,46.97966878451509,B,1,B,1,0,4,1,2,4,D,83.16588516572988,41.500571538922536,B,0,C,Нет,0
1,1,3,0,3,2,D,5.432814340928161,80.96099965378353,B,0,D,0,1,5,0,5,4,C,48.534954478507565,70.66269636489008,A,1,C,Нет,0
0,0,4,1,1,4,B,29.318495746537653,59.47836030347511,B,0,A,0,0,3,0,4,1,C,15.721532765820678,27.24997465444059,B,1,C,Нет,0
0,0,1,0,3,3,B,58.36646221180825,94.10104536993138,B,0,D,1,0,2,1,1,1,C,49.62592940006311,55.64868912224448,B,0,C,Нет,0
0,0,2,1,3,1,D,34.49749016560938,30.23067065589322,A,0,B,1,1,4,1,4,2,B,44.894189480162,22.94349828871488,D,1,C,Нет,0
0,1,4,1,3,5,A,30.4126844001006,63.15453935902693,B,1,A,1,1,4,1,3,4,A,98.6346142644886,54.66941000766937,B,1,C,Да,0
1,1,3,0,5,5,C,43.11463215747439,60.32724294822105,D,1,D,0,1,3,1,3,1,D,12.660809095652215,61.85832699624584,B,1,D,Нет,0
0,1,4,0,1,1,D,90.78390951422983,97.0647343947754,D,1,C,1,1,4,1,2,2,A,19.18446651893557,27.81694476919864,B,1,B,Нет,0
0,1,3,1,1,2,C,42.13586949904538,88.52945755585621,C,1,D,0,0,2,0,4,5,D,33.80983654744807,99.9404045692864,D,0,D,Нет,0
1,0,1,1,3,5,C,0.5312692635939475,39.715052721480646,C,1,C,0,1,4,0,4,5,B,97.0769609509762,72.09375091758932,A,0,A,Нет,0
1,1,5,0,5,1,C,92.62190674656846,56.13205746046084,C,1,B,0,1,3,0,4,3,B,9.957022461820964,97.67234147996408,B,0,A,Нет,0
1,0,5,1,3,4,A,44.63228120856149,6.185621611729997,D,0,C,1,0,4,1,1,4,B,58.94186372532645,11.353669747605466,B,1,A,Нет,0
1,0,4,1,2,4,D,94.60280086157064,50.59784976810428,A,1,B,1,0,4,1,4,5,A,27.28762299558398,52.52523684464969,D,0,A,Нет,0
1,1,3,0,2,4,C,18.295473855517763,32.36820153632812,C,0,D,0,1,1,0,2,1,D,80.48567497065304,5.489832413336149,B,0,B,Нет,0
1,1,2,1,2,5,C,3.8408557870821536,92.49841361657198,C,0,C,1,0,2,1,5,3,A,20.914351959264422,24.4768529313968,A,0,D,Нет,0
1,1,5,0,5,5,B,23.75571657981498,52.64411983344301,D,0,B,0,0,5,0,3,2,C,7.409314581208559,6.521822508834074,B,0,A,Нет,0
0,1,1,0,1,4,B,82.7314110644947,40.24624110165952,D,0,B,0,1,1,0,2,4,B,3.285588419205876,82.22470846061057,C,1,C,Да,0
0,1,5,1,5,3,A,84.98710851583859,68.05612683490749,B,1,A,1,0,4,0,2,1,A,32.8709646660859,67.53920716744022,D,0,A,Нет,0
0,0,3,0,4,1,B,74.85673416372528,93.24875758557016,B,0,C,1,1,5,0,1,3,C,87.1935278260092,6.127313350354225,D,0,C,Нет,0
1,0,4,1,4,5,B,87.19055996410712,68.10493541651255,C,1,B,1,0,3,0,4,4,A,98.1284935927371,82.86396168514898,A,0,C,Нет,0
1,0,2,0,1,5,B,87.73332984431748,18.36099894130941,D,1,D,1,0,4,1,4,1,A,18.23314020528385,41.15938048500506,A,0,C,Нет,0
1,0,2,0,2,5,D,51.67559277449945,29.90594376188219,D,0,A,0,0,5,0,2,1,D,50.76244288533697,99.98213708234842,B,1,A,Нет,0
1,0,3,0,5,5,B,96.57915273943009,13.089444234839776,C,1,A,1,0,3,0,3,2,B,39.46669397431128,67.17023712175303,C,0,D,Да,0
1,0,4,0,2,5,B,61.39769256438585,58.27788387035352,B,1,D,0,0,4,0,5,2,B,82.36945137405237,97.0615542022814,C,1,D,Да,0
0,1,1,0,2,1,B,75.20875525402064,66.31353809282037,A,1,A,1,1,2,0,1,2,A,8.400959301367072,78.35006724573937,D,0,B,Нет,0
0,0,3,0,4,5,C,88.11796180084578,65.35929752893936,D,1,C,0,0,3,0,5,2,A,89.83061106724706,78.38390012559479,D,0,A,Нет,0
0,1,1,1,1,1,D,36.33689911317435,86.92354715232452,A,0,B,0,1,5,1,1,5,D,63.728429468900806,10.001964184821311,C,0,B,Да,0
1,0,3,0,4,1,B,68.71579337812582,69.96327594631566,B,0,A,1,1,1,1,2,4,B,97.04143257667798,16.179574700227704,A,0,B,Нет,0
1,0,3,1,3,5,A,13.884490115303883,94.90936587161043,D,1,B,1,1,1,1,2,5,D,22.82749102264806,20.322532395709857,A,1,A,Нет,0
0,0,2,0,5,1,B,51.00731982828014,28.096281878542584,C,1,A,0,0,4,0,2,5,A,33.865746931183715,13.22223209677703,C,0,A,Нет,0
0,1,1,0,4,2,D,64.95912195654225,33.33513537082442,C,0,C,1,0,1,0,3,1,C,44.596761773642925,21.124708187120977,D,1,B,Нет,0
0,1,5,0,1,2,A,88.49585470179791,22.883931790419787,A,1,B,1,1,2,0,1,3,D,90.04333597584326,91.70792030277045,A,1,D,Нет,0
0,1,4,0,4,2,D,61.62236099173795,18.527039910552844,A,1,D,0,0,3,0,5,1,C,60.08028227922976,37.30840718936024,D,0,C,Нет,0
1,1,1,0,2,4,D,55.59100697376267,93.47285649204464,B,1,B,0,0,1,0,5,5,D,89.25904479098409,91.45393994388633,D,0,A,Нет,0
0,0,2,1,2,2,C,15.515353600938775,91.49850405073666,D,1,C,0,0,3,1,1,3,C,95.3794621090958,50.772203160934495,D,0,C,Да,0
0,1,1,1,4,5,C,35.86452609531838,43.81688572085134,A,0,B,0,0,2,1,2,1,B,96.59721920535029,14.853120308889444,D,0,D,Нет,0
1,0,5,1,1,1,B,23.405211058221298,28.93383409061692,B,0,A,1,1,1,1,1,1,C,71.58694224601042,37.85602237242299,D,1,A,Нет,0
0,1,1,1,1,5,A,17.13842583976949,56.6021132857066,B,1,C,1,1,2,0,2,5,C,90.96316133568844,53.19806408462827,D,1,D,Нет,0
0,1,5,1,5,1,B,48.87945544553034,30.323822434968594,A,0,A,1,1,2,0,2,2,D,18.12752485453678,17.157265768404272,C,1,C,Нет,0
0,1,3,1,5,1,D,98.55848324705244,97.40381847176776,D,1,A,0,0,2,0,4,2,D,95.98224307610144,67.74906198769398,A,0,C,Нет,0
0,1,1,0,4,5,D,4.895983203293208,98.11042032725568,D,0,D,1,0,1,1,2,2,B,66.54384982614523,77.98688076082159,C,0,D,Нет,0
1,0,3,0,2,3,D,28.302482642337644,53.7692882410236,A,0,A,0,0,4,1,5,2,C,99.8223393011792,33.17613920983684,B,1,D,Нет,0
1,0,3,0,4,5,D,25.15996658703904,86.27940116273093,D,1,D,0,0,2,0,4,3,C,49.79425475520216,65.82129682459393,D,1,C,Нет,0
1,0,3,0,3,1,C,76.32386922180743,99.20273170433056,D,0,A,1,0,3,1,4,1,C,71.96272410093987,40.74439488941288,C,0,C,Да,0
1,1,5,0,2,3,B,7.836780493176221,64.42894855265386,B,0,D,0,0,2,1,1,2,B,98.8385085091184,65.9639252204331,B,0,D,Нет,0
0,0,1,0,2,5,C,64.40433471794074,11.240045207205052,A,0,B,0,0,2,1,1,5,D,5.83574970618953,35.45296838537675,C,0,D,Нет,0
0,1,2,0,3,1,C,96.66024328679724,87.02486371635177,B,1,B,1,1,2,1,4,2,D,13.97447479001207,65.91215421363373,C,0,D,Нет,0
1,1,2,0,4,5,D,35.18344841097311,79.21957207961,A,0,A,1,1,3,0,5,1,A,71.21643742554019,20.11258468365298,C,1,B,Нет,0
0,0,5,1,2,4,D,81.4972551688109,75.09461495955924,D,1,B,1,1,2,0,4,4,D,65.63488403006701,3.404977902705175,A,0,D,Нет,0
1,1,3,1,2,2,C,11.375648286469264,62.44238222328846,D,0,D,1,0,1,1,1,1,D,58.05851621640957,67.07607968637932,B,1,B,Нет,0
0,1,5,1,5,3,A,73.23967563640458,28.34841689133337,A,1,B,0,1,1,1,4,2,A,44.33935189809496,30.1551295226121,A,0,B,Да,0
1,0,1,0,3,2,A,42.45126942616486,98.93813224494662,A,0,D,1,0,1,1,5,1,B,63.3425438806886,7.52744461755519,D,0,C,Нет,0
1,0,5,1,2,2,C,79.41400936036315,38.87120316285111,D,0,D,0,1,3,1,4,1,B,39.30437320494554,27.427903509141217,A,0,A,Нет,0
0,0,3,0,1,3,C,61.04210536365737,16.971683541224092,C,0,B,1,0,3,0,4,5,D,37.01059433047307,10.215671832899552,D,1,D,Нет,0
1,1,4,1,1,5,D,53.412458408905216,79.05741059010532,C,1,B,1,1,3,0,1,5,D,53.447099748241136,48.60031001515984,B,0,C,Нет,0
0,0,2,1,5,4,A,70.75050259573139,58.36576095557257,D,1,C,0,0,3,0,4,3,B,64.49650696306243,47.82217649747075,C,0,C,Нет,0
0,0,3,0,5,1,D,2.762115050745084,16.415733407328016,C,0,A,1,1,4,0,4,3,B,38.81260950851729,22.53680292366496,A,0,C,Нет,0
1,0,4,1,5,5,C,36.242330028722826,92.62111989223745,A,1,C,0,0,2,1,2,2,C,1.4980304399161537,72.6412457649624,B,1,B,Нет,0
1,0,5,1,3,4,A,65.6082757686269,41.09483954628691,D,1,D,1,0,5,0,4,1,D,28.559602502293224,99.35518328844768,C,1,A,Нет,0
1,0,4,0,4,1,D,12.6515712427965,8.344875619125059,B,0,D,1,1,1,1,2,2,C,95.72801131151166,57.3052867650559,C,1,B,Нет,0
1,1,1,0,4,2,B,98.07269249798064,56.57810291356279,D,0,C,0,1,1,1,3,1,D,95.92240922455596,57.319924513408026,B,1,A,Нет,0
0,1,3,0,5,3,B,88.50167572102212,9.781755876405407,D,1,B,1,0,1,1,3,2,D,95.66218928177088,80.01126768194818,B,0,C,Нет,0
0,1,1,0,3,5,A,32.4040417498474,90.61659199451996,B,0,D,1,1,1,1,5,4,D,64.68814142729836,69.50205916105509,A,1,B,Нет,0
0,1,3,0,1,2,A,71.24238908977652,44.01730544821011,C,0,D,1,0,3,1,3,2,A,13.365204445633792,42.970242866504535,D,1,C,Нет,0
1,1,5,0,3,5,C,57.98101107242679,19.913548601018714,D,0,D,1,1,2,0,4,2,B,58.26626324368169,90.79737118800266,D,1,A,Нет,0
1,0,1,0,2,5,D,57.09198269736313,31.07189861505757,C,0,D,0,0,3,0,5,2,C,20.92405965240629,25.894236100569724,D,0,D,Нет,0
0,0,2,1,5,2,D,53.48286649225818,16.25143268054631,C,0,A,1,0,4,0,2,1,C,58.71651307430573,2.1865492421371147,D,1,A,Нет,0
1,0,5,0,5,4,D,76.38245657045745,27.66404789672208,B,1,B,0,1,2,1,1,2,C,13.37063163095429,14.455330710878457,D,0,A,Нет,0
1,0,3,0,2,2,D,26.807846014813503,17.955991554544383,B,0,B,1,1,3,0,1,3,A,60.18289793918701,32.11758150514462,A,1,B,Нет,0
0,1,5,1,4,5,A,28.444851288765825,51.31437205678523,A,1,B,0,0,2,1,1,1,A,47.031774834848136,51.55722471238329,D,0,B,Нет,0
1,0,4,1,2,5,C,25.79674753581212,26.93988630886596,A,1,C,1,1,4,0,5,3,C,85.21870200547694,64.14685696496504,A,0,A,Нет,0
0,1,1,1,1,4,D,37.674142897446615,17.261491556615404,D,1,D,1,0,4,1,3,3,B,65.591044589201,31.84079062047461,B,0,C,Нет,0
1,1,1,0,5,5,A,69.51714411665486,60.979615395951406,C,0,A,1,0,4,0,1,5,C,15.176128630744556,51.61034990466474,A,0,A,Нет,0
1,0,3,1,5,5,D,61.14334488653677,11.405768142731198,C,0,B,1,0,2,0,4,2,A,62.2965371295228,27.476846109008868,D,1,A,Нет,0
1,0,2,0,1,3,D,84.92295413425836,85.84989547338172,D,0,B,1,0,3,0,4,1,C,83.71500648552289,0.838973893282724,B,1,B,Нет,0
0,1,5,1,2,5,A,64.97736562002669,81.88782315005216,D,0,C,0,0,2,1,1,5,A,63.96120647198937,80.51207796197022,D,1,B,Нет,0
1,1,1,1,5,2,D,70.23536391396404,98.51179054219185,B,1,B,1,1,4,0,2,4,A,30.053593010557456,90.75725936466358,B,1,D,Нет,0
1,1,3,0,1,5,D,2.503213800172066,81.33051604971223,B,0,C,0,0,4,0,1,4,B,73.1009794934376,56.04428469372916,B,0,D,Нет,0
1,1,3,0,3,2,C,57.0705741059777,81.3743534097283,B,1,A,0,1,5,0,4,1,B,95.50561065545315,53.29004663728168,C,1,D,Нет,0
1,1,1,0,4,1,A,55.80695214491202,66.20335612483798,C,1,C,0,0,4,0,4,2,D,69.48019503847233,77.70857500190283,A,1,B,Нет,0
0,1,2,0,2,1,C,84.28247148322356,81.31179571878278,D,1,D,1,0,5,0,3,3,D,48.5700079899312,51.88000620739067,B,1,D,Нет,0
0,0,3,1,2,5,C,61.99608310351736,74.01933427858019,A,0,B,0,1,1,1,1,4,B,84.48780909030995,67.24397952986638,C,1,B,Нет,0
1,1,2,0,1,2,B,24.295966068330323,55.356589577110746,A,1,D,0,0,5,1,3,1,A,65.03561118830832,84.22614440263833,D,0,B,Нет,0
0,0,3,0,3,4,C,56.13884589781725,82.75662883582874,A,0,A,1,0,1,1,1,4,A,40.6013521058376,62.100791701026345,A,0,D,Нет,0
0,1,5,1,3,5,D,69.3748121391022,32.48615678979374,D,1,A,1,1,5,1,1,1,B,11.927832260580162,35.96661349176307,C,1,B,Нет,0
0,0,3,0,3,4,A,90.08739902474407,3.0219225905520286,A,0,D,0,0,3,1,1,1,C,61.37954076383665,88.47584979844709,B,0,B,Нет,0
0,1,2,1,4,1,A,28.798022043737205,18.215154521170685,B,1,C,1,0,3,1,2,5,C,25.77677578289982,46.40680096574571,C,0,C,Нет,0
1,1,1,0,1,1,D,5.0074922807113005,96.49413178009048,C,0,D,0,0,3,0,5,4,D,89.10335583691959,56.64115083731313,C,0,A,Нет,0
1,1,1,1,4,4,D,9.171902886056426,86.69024272078484,A,1,A,1,0,5,0,5,2,C,67.77095397234699,90.97639215015072,A,1,A,Нет,0
0,1,2,0,2,4,A,14.789949516117671,45.818023849126256,C,1,B,0,0,1,1,5,3,A,84.30825148830507,26.868396938962224,A,0,C,Нет,0
1,0,5,0,4,4,A,29.20673857194305,89.0724622570995,C,1,A,1,0,3,1,3,4,B,67.31164930897194,85.24358722086467,C,0,B,Нет,0
0,0,2,0,4,3,A,90.1135558186732,41.73077852894882,C,1,C,1,0,4,1,2,5,B,65.26196404304811,72.74397733452318,D,1,D,Нет,0
0,1,3,0,1,4,C,22.01498425883348,23.042596176942958,C,0,C,1,1,2,0,1,5,D,95.99881052856982,49.43837726865933,B,0,B,Нет,0
1,1,5,0,4,4,A,53.13806245409369,37.24864829777119,D,1,D,0,1,5,1,2,2,A,97.02355940287626,56.06428923432682,C,1,A,Нет,0
1,0,5,1,5,4,B,47.96343451436833,50.32234788983071,B,0,D,1,0,5,1,5,2,C,58.99102952651853,61.56525492164822,C,1,A,Нет,0
1,1,4,0,1,3,D,15.174811861459167,39.56928383410513,B,1,C,0,1,1,1,5,4,A,76.30694332723841,50.27214142185216,B,0,A,Нет,0
0,0,3,0,4,2,A,18.502291559240025,99.16709943837722,D,1,C,1,0,4,0,5,3,D,8.876111301427002,56.95542301321317,B,1,C,Нет,0
1,1,3,1,4,1,D,17.12361043843448,43.336039448529576,A,1,A,1,0,2,0,4,3,B,98.31863779186928,9.132711505264378,B,0,C,Нет,0
0,1,5,1,5,1,D,27.77581506615453,74.58272713199906,C,0,B,1,1,1,0,4,2,D,28.76098651088451,31.25958676740799,C,1,C,Нет,0
1,1,2,0,2,3,D,89.09178920290184,42.18519695979727,A,1,B,1,0,3,0,5,1,C,24.067157232566505,5.4680512897191775,A,0,D,Нет,0
0,1,2,0,1,5,B,52.31325913342416,63.35424747631476,B,0,B,1,1,4,0,1,4,D,28.264732326626817,12.383823445447772,A,1,A,Нет,0
0,1,4,0,2,2,D,37.54315668514884,31.936925932370297,D,0,A,0,0,1,0,2,4,D,29.38790280970221,6.832315653660426,B,0,D,Нет,0
1,1,4,0,4,5,A,46.95779273347378,38.6495609573272,D,0,B,1,1,5,1,3,1,D,60.77348200799349,45.27433074664992,A,0,A,Нет,0
1,0,1,0,1,5,D,31.317807687765956,6.791819095163321,C,0,C,1,0,5,1,2,1,B,17.654427153511843,3.947946382932799,B,0,D,Нет,0
0,1,3,0,3,3,D,92.25259773350118,54.31783727201523,D,0,A,1,1,1,1,1,2,B,84.67933933825431,59.38488448500436,D,1,A,Нет,0
1,1,2,0,3,1,C,45.475965677571885,35.793764246094895,D,0,A,1,1,5,0,5,2,C,54.8909993965034,45.47210729874645,C,1,D,Нет,0
0,0,1,0,1,2,B,43.043424797293575,62.71589015387791,D,1,B,1,1,1,0,4,5,B,53.54217131251963,96.40750936970964,A,0,D,Нет,0
1,0,4,0,3,4,A,67.41887189240913,20.04681680452245,C,1,A,0,1,3,1,5,4,D,16.194611880841126,43.90200533550958,B,1,B,Нет,0
1,0,1,0,3,4,B,50.03516376990959,48.32032755567474,A,1,B,0,1,2,0,3,3,D,87.41334222673278,78.5714695914687,B,1,B,Нет,0
0,1,2,0,1,3,C,39.69727098381188,44.55826322602289,D,0,C,0,0,1,1,1,2,B,60.36190446490395,45.71420609589709,B,0,C,Нет,0
0,0,1,1,1,4,A,51.56609850291052,73.38558287852524,B,1,B,0,0,2,0,1,4,D,91.0074521854836,8.814534035615807,D,0,A,Нет,0
1,0,5,1,1,2,B,9.431521224866968,53.73109419148718,A,0,D,0,1,4,1,3,4,C,95.48444491950592,16.275087068544813,C,1,C,Нет,0
0,0,1,1,4,3,D,54.26387636030079,18.21926123567247,D,1,B,0,0,3,0,3,1,B,17.431389354809333,99.03816667607036,B,1,A,Нет,0
0,0,5,1,4,2,D,51.46561972772359,64.82896407657267,B,0,B,1,0,2,1,4,2,A,42.90368147184432,91.2468526233031,D,1,D,Нет,0
0,1,5,0,5,3,A,92.17208521449194,24.294207770679865,D,0,B,0,0,1,1,4,4,D,16.1614620810126,50.68066938445632,A,0,B,Нет,0
1,1,2,0,5,2,C,67.59623814781021,24.20290410209579,D,0,A,1,1,5,1,2,2,B,59.9825941804654,94.56450428919436,B,1,A,Нет,0
0,0,5,0,1,4,B,84.9603989703238,76.01281253179863,D,1,B,1,1,4,1,3,4,D,12.8670029367826,29.25166896496244,A,1,A,Нет,0
1,1,1,0,1,1,D,72.43773109767739,50.9900968352763,B,0,B,0,1,4,0,5,5,C,99.6629543772224,35.83778339376058,C,1,C,Нет,0
0,0,1,0,2,1,B,81.55143747273137,78.30751315792553,B,1,B,0,1,1,0,1,4,D,3.458412596125981,81.1199528779996,B,0,D,Нет,0
0,0,5,1,5,3,B,16.044664194823287,79.69162640652583,A,1,D,0,0,1,0,5,1,A,51.892920689713804,6.582519241394547,A,0,A,Нет,0
1,0,5,0,4,2,C,6.546402754557312,16.70839843127704,D,0,B,1,0,5,1,5,1,A,67.21881030734939,42.40446215663452,A,0,A,Нет,0
0,1,5,0,5,4,B,50.23324305844407,29.12802609041465,C,1,A,1,1,1,0,5,2,D,85.24566432322457,40.36589592624832,B,0,C,Нет,0
0,0,2,0,3,1,A,62.16295671387218,90.578663871033,D,1,A,0,1,3,0,3,3,C,67.06164850078753,14.645319797977283,D,1,A,Да,0
1,0,3,0,3,1,D,58.430770795677,57.625082210205534,D,1,D,0,1,5,1,3,4,A,80.88475874277759,16.825794811769924,D,1,D,Нет,0
