Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Collision,pred
A,1,15.553867367003528,46.91133236873733,1,C,0,84.54543080812098,77.31252710082457,4,Нет,0
D,1,67.84740364335306,79.30161599158684,1,B,0,26.762783694363836,23.715869963504066,5,Нет,0
D,1,43.23570426309063,81.24732667031238,2,C,1,83.55487375219772,82.5911698477071,4,Нет,0
A,1,80.58467536798769,23.43033177082572,5,B,1,30.04932327731823,3.657904674286117,1,Нет,0
D,0,61.23794270421487,47.95379915699643,2,B,1,69.27260164962306,13.12859089522982,1,Нет,0
A,1,65.27375518394007,26.906040408248437,5,C,1,43.25393334435572,97.7102338378875,1,Нет,0
A,1,62.70401760939643,31.409638224596883,1,B,0,71.64838741161917,77.96839946443377,4,Нет,0
D,1,50.08786327143293,77.69410743780693,2,B,0,39.87517972281091,90.91166282995586,3,Нет,0
B,1,77.74815244846806,7.600455597421774,3,C,1,11.50819945168754,87.59016691987702,5,Нет,0
C,0,1.301092865580733,88.73986169821279,5,B,1,96.4888408857104,88.05007451579779,5,Нет,0
A,1,77.09150588996366,54.93864403294506,2,C,0,40.77569912194414,48.255137444986005,5,Нет,0
C,1,35.34506408586759,93.55584662506052,5,A,0,86.01633697671816,42.08694663126358,1,Нет,0
A,1,36.31310912043244,68.75447445703435,5,D,1,65.26415457592908,79.42444509466561,4,Нет,0
A,1,51.36493392039142,76.85160271844829,4,B,1,35.351387132003055,29.90153736616648,1,Нет,0
B,1,14.211915292472222,68.00754186343812,5,B,1,42.486983616230326,2.42267925408689,5,Да,1
D,0,9.527192802399098,45.86060982208608,3,A,0,14.2688475271611,90.19409942209772,2,Нет,0
A,1,46.60320414461568,96.69100322675524,4,D,1,27.332228695003845,2.7837515036496896,5,Нет,1
C,1,72.40967711992967,69.0316404751096,4,B,1,30.134542505185145,54.265506715444864,4,Да,0
D,0,56.078505935544456,52.889141991420686,5,A,0,54.044683905622506,85.36021308807068,3,Нет,1
D,0,61.54822422518686,38.43851235702916,4,B,0,0.3557886521357467,5.764860122283633,1,Нет,0
D,1,15.64258729022212,26.874861908862623,3,B,0,17.557415016599364,36.957077471295776,1,Нет,0
B,0,64.01222767117093,27.071909026520093,2,B,1,44.9241041712098,46.595437525654894,1,Нет,0
A,1,26.10364596515253,80.29912788621742,4,B,1,11.489886033497786,2.195332606442091,4,Да,1
C,0,63.79746842560194,16.336965238906732,3,B,0,99.08545698979736,19.837912154770333,3,Да,1
B,1,94.343673224639,85.40554539102406,2,A,0,6.465600181112863,37.02524239425884,5,Нет,0
B,1,22.43164380295759,28.77977664470785,3,A,1,76.43617175418662,40.319071593578,3,Да,1
A,1,95.00151835859458,9.844850364706105,1,D,1,23.546995693601723,63.78646937089327,1,Да,0
C,1,73.06771489075086,66.56910892796967,2,D,0,31.827836027954792,30.32365462889064,4,Нет,0
B,0,48.83503009297095,80.09929625944827,3,C,0,44.69921114599924,80.53980255066327,2,Нет,0
B,0,41.60157139181205,65.65106510672544,5,A,1,49.93642642842092,49.25573919014439,2,Нет,0
B,0,95.54881182978876,73.47387688998607,4,C,0,12.136342683976398,70.31022320789276,3,Нет,1
C,0,92.9760270811698,31.90765002997791,5,C,1,78.00167367930548,60.33661682144941,1,Нет,0
D,1,47.55236294045092,60.7565747933186,3,D,1,33.94889014986553,16.39418717930895,1,Да,1
D,1,26.67642997560912,99.7165561378266,4,A,0,47.698662553692174,94.46990934550598,2,Нет,0
B,0,5.066746357124218,79.68892864848644,3,C,1,44.66212841194103,55.30335000410616,2,Нет,0
B,1,68.44339463472826,94.94985925460668,5,C,1,71.26780502550841,3.3648658592190905,3,Нет,0
D,1,43.007304800888434,52.02597244012375,3,D,0,11.38588210632654,21.62283868415713,4,Нет,0
B,1,0.8439191079861907,38.06577468885594,5,C,1,63.96105256990003,43.65093840659283,4,Нет,0
B,1,5.901756885519472,99.11601162268316,1,C,1,19.034587596658547,91.99176293738218,2,Нет,0
B,1,70.82751002622648,63.893242330683975,2,D,1,17.76346806567539,61.06256559711636,4,Нет,0
B,0,64.4040781032578,28.167119595910584,3,C,0,44.70924027121378,25.30463356977425,1,Нет,0
D,0,26.852599295159152,60.61595665722293,2,B,1,12.939601226716936,58.923044266400304,5,Нет,0
B,0,5.169336981051076,65.26179080968411,5,B,1,14.229739939104537,85.1260802364113,4,Нет,0
